#YY  MM DD hh WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2004 07 18 16 300  2.1  2.4  0.52  6.25  6.57 243 1014.9  14.4  12.6  14.0 99.0 99.00
2004 07 18 17 296  1.6  2.0  0.54 13.79  6.48 224 1014.7  15.2  12.6  14.2 99.0 99.00
2004 07 18 18 290  1.1  1.9  0.57 13.79  6.55 215 1014.7  15.7  13.0  14.0 99.0 99.00
2004 07 18 19 237  2.7  4.5  0.55  8.33  5.85 244 1014.9  15.7  13.1  14.3 99.0 99.00
2004 07 18 20 236  3.5  5.0  0.61  8.33  5.76 257 1015.0  15.4  13.3  14.5 99.0 99.00
2004 07 18 21 321  2.5  3.0  0.71  5.56  5.47 197 1014.8  14.9  13.5  14.6 99.0 99.00
2004 07 18 22 260  2.8  3.6  0.75  7.69  5.52 255 1014.9  14.9  13.6  14.6 99.0 99.00
2004 07 18 23 344  2.1  2.8  0.77  7.69  5.46 252 1014.5  15.6  14.1  14.8 99.0 99.00
2004 07 19 00 220  1.4  2.2  0.75  7.69  5.84 260 1014.3  18.0  14.6  14.4 99.0 99.00
2004 07 19 01 300  1.7  2.2  0.65  8.33  5.84 250 1014.1  18.2  14.7  15.3 99.0 99.00
2004 07 19 02 310  1.5  2.1  0.62  7.69  6.42 244 1013.6  17.8  15.8  15.3 99.0 99.00
2004 07 19 03 325  1.2  2.1  0.60  7.69  6.53 238 1013.5  17.7  15.0  15.4 99.0 99.00
2004 07 19 04 329  1.2  2.0  0.69  7.69  6.61 240 1013.4  17.5  14.2  15.4 99.0 99.00
2004 07 19 05 316  2.4  2.8  0.75  7.14  6.43 234 1013.1  17.9  13.7  15.5 99.0 99.00
2004 07 19 06 351  2.4  2.9  0.59  7.69  5.95 264 1013.1  17.0  13.6  15.1 99.0 99.00
2004 07 19 07 203  1.0  2.4  0.75  8.33  5.99 251 1013.1  17.4  13.2  15.0 99.0 99.00
2004 07 19 08 196  7.0  8.5  0.86  7.69  5.94 244 1013.1  15.4  12.8  14.5 99.0 99.00
2004 07 19 09 178  5.8  6.6  1.06  7.69  5.68 231 1013.3  15.0  12.4  14.4 99.0 99.00
2004 07 19 10 200  5.7  6.4  1.05  7.69  5.30 225 1013.4  15.1  12.5  14.5 99.0 99.00
2004 07 19 11 166  5.6  6.3  1.12  7.69  5.42 227 1013.4  16.2  12.8  13.7 99.0 99.00
2004 07 19 12 150  5.2  6.1  1.04  7.69  5.44 223 1013.1  16.6  12.7  12.3 99.0 99.00
2004 07 19 13 174  5.6  7.0  1.05  7.69  5.70 222 1013.2  16.3  12.6  13.1 99.0 99.00
2004 07 19 14 174  4.7  5.1  0.93  7.69  5.98 230 1013.5  14.6  12.3  13.9 99.0 99.00
2004 07 19 15 155  5.8  8.6  0.97  7.69  6.32 229 1013.6  15.8  12.2  13.9 99.0 99.00
2004 07 19 16 135  4.8  6.2  1.06  8.33  5.86 233 1014.0  15.7  12.1  14.4 99.0 99.00
2004 07 19 17 175  2.7  3.5  1.39  8.33  6.73 230 1014.3  14.5  12.1  14.1 99.0 99.00
2004 07 19 18 140  2.6  3.2  1.60  7.69  6.89 225 1014.6  14.6  12.4  14.3 99.0 99.00
2004 07 19 19 136  2.3  2.9  1.83  8.33  6.91 217 1015.2  14.8  13.0  14.4 99.0 99.00
2004 07 19 20 189  6.1  7.0  1.91  8.33  6.53 219 1015.1  14.6  13.4  14.2 99.0 99.00
2004 07 19 21 176  1.2  1.7  1.91  8.33  6.63 219 1015.6  15.0  13.3  14.4 99.0 99.00
2004 07 19 22 153  1.9  3.2  1.70  8.33  6.22 216 1015.9  15.6  13.1  14.9 99.0 99.00
2004 07 19 23 143  2.0  3.4  1.54  7.69  6.03 216 1015.8  15.3  12.9  14.5 99.0 99.00
2004 07 20 00 194  4.8  5.8  1.30  7.14  5.80 218 1015.6  14.6  12.9  14.3 99.0 99.00
2004 07 20 01 197  4.2  4.8  1.25  8.33  5.89 212 1015.6  15.0  12.9  14.5 99.0 99.00
2004 07 20 02 190  3.3  3.8  1.27 19.05  6.45 231 1015.7  14.7  12.9  14.4 99.0 99.00
2004 07 20 03 192  3.0  3.3  1.11 19.05  6.50 226 1016.0  14.7  12.9  14.3 99.0 99.00
2004 07 20 04 192  2.7  3.1  1.09  8.33  6.57 211 1016.2  14.6  12.9  14.1 99.0 99.00
2004 07 20 05 176  1.6  2.0  1.04  8.33  6.58 215 1016.3  14.9  12.5  14.4 99.0 99.00
2004 07 20 06 168  3.9  4.3  1.00 19.05  6.79 216 1016.1  15.3  12.4  14.8 99.0 99.00
2004 07 20 07 131  1.5  2.1  1.03 19.05  6.59 229 1015.9  15.1  12.9  14.5 99.0 99.00
2004 07 20 08  99  1.5  2.0  1.09  7.69  6.12 219 1016.2  14.4  12.9  13.9 99.0 99.00
2004 07 20 09 152  3.0  3.9  1.29  7.69  6.46 224 1016.3  15.5  11.8  15.0 99.0 99.00
2004 07 20 10 132  2.8  3.6  1.35  7.14  6.34 227 1016.4  14.2  11.9  13.7 99.0 99.00
2004 07 20 11  98  2.0  2.6  1.17  7.14  5.88 222 1016.5  13.1  11.8  12.6 99.0 99.00
2004 07 20 12 145  2.9  3.6  1.11  7.14  5.85 227 1017.0  14.4  12.1  13.9 99.0 99.00
2004 07 20 13  97  3.5  4.0  1.05 12.12  5.83 276 1017.0  13.7  12.1  13.2 99.0 99.00
2004 07 20 14  69  1.9  2.5  1.14 12.12  6.61 277 1017.9  13.5  13.0  13.0 99.0 99.00
2004 07 20 15 129  1.6  2.5  1.06 12.90  6.58 284 1018.5  13.7  12.6  13.2 99.0 99.00
2004 07 20 16 128  2.4  3.0  1.05 17.39  7.58 228 1018.9  13.5  12.5  13.1 99.0 99.00
2004 07 20 17 148  2.4  3.2  1.10 17.39  7.48 225 1019.1  14.1  12.4  13.8 99.0 99.00
2004 07 20 18 172  1.6  2.3  1.10 12.12  7.83 277 1019.3  14.1  13.2  13.9 99.0 99.00
2004 07 20 19 177  2.9  3.7  1.19 17.39  7.80 223 1019.8  14.1  13.0  13.7 99.0 99.00
2004 07 20 20 214  2.5  3.2  1.32 12.12  7.44 277 1020.1  14.4  13.3  13.8 99.0 99.00
2004 07 20 21 231  2.4  2.8  1.22 12.12  6.68 277 1020.3  14.2  13.5  13.5 99.0 99.00
2004 07 20 22 239  1.9  2.4  1.19 17.39  6.14 229 1020.7  14.7  13.5  14.2 99.0 99.00
2004 07 20 23 262  1.2  1.7  1.11 17.39  6.03 231 1020.8  14.9  13.9  14.3 99.0 99.00
2004 07 21 00 232  2.3  2.7  1.01 17.39  6.00 230 1020.6  14.9  14.0  14.6 99.0 99.00
2004 07 21 01 248  3.0  3.5  1.05 17.39  6.49 239 1020.7  15.5  13.6  14.6 99.0 99.00
2004 07 21 02 253  2.3  2.7  0.98 12.12  6.50 280 1020.6  15.5  14.0  14.3 99.0 99.00
2004 07 21 03 276  2.1  2.5  0.97 17.39  7.12 228 1020.6  15.7  14.1  14.7 99.0 99.00
2004 07 21 04 283  1.5  2.0  1.06 11.43  7.60 281 1020.5  14.6  13.9  14.1 99.0 99.00
2004 07 21 05 305  2.2  2.7  0.95 10.81  7.06 282 1021.0  14.2  13.4  13.6 99.0 99.00
2004 07 21 06 296  2.4  3.0  1.01 11.43  7.97 276 1021.1  13.9  12.9  13.4 99.0 99.00
2004 07 21 07 281  2.0  2.7  1.14 11.43  8.23 276 1021.2  13.6  12.9  13.0 99.0 99.00
2004 07 21 08 283  2.9  3.6  1.13 10.00  7.53 286 1021.2  14.0  12.6  13.5 99.0 99.00
2004 07 21 09 319  2.0  3.0  1.12 10.81  7.05 287 1021.2  13.6  12.8  13.1 99.0 99.00
2004 07 21 10 317  0.9  1.2  1.09 10.00  7.43 279 1021.2  13.7  12.7  13.2 99.0 99.00
2004 07 21 11 350  1.9  2.4  1.05 10.00  6.77 276 1021.1  13.6  12.8  13.0 99.0 99.00
2004 07 21 12  59  0.5  1.0  1.23 10.00  6.89 275 1021.1  13.2  12.9  12.7 99.0 99.00
2004 07 21 13 103  1.7  3.3  1.33 11.43  6.81 272 1021.3  13.1  12.9  12.6 99.0 99.00
2004 07 21 14  92  3.3  4.0  1.19 16.00  6.69 222 1021.9  12.5  12.6  12.2 99.0 99.00
2004 07 21 15  97  2.9  3.7  1.20 11.43  7.23 270 1022.2  12.8  12.4  11.6 99.0 99.00
2004 07 21 16  91  1.3  2.1  1.11 11.43  7.02 267 1022.6  12.7  12.5  11.7 99.0 99.00
2004 07 21 17 251  0.1  0.4  1.17 11.43  7.09 273 1022.9  13.0  12.8  12.3 99.0 99.00
2004 07 21 18 241  0.6  1.3  1.16 10.81  7.23 278 1022.7  12.4  13.2  12.1 99.0 99.00
2004 07 21 19 244  1.8  2.7  1.28 10.81  7.56 282 1022.7  12.2  13.0  11.9 99.0 99.00
2004 07 21 20 240  1.9  2.4  1.28 10.81  7.10 284 1022.5  13.1  13.5  12.8 99.0 99.00
2004 07 21 21 231  2.7  3.2  1.31 10.00  6.84 285 1022.4  13.4  13.6  13.1 99.0 99.00
2004 07 21 22 246  2.5  3.1  1.33 10.00  6.36 276 1022.1  13.8  13.7  13.4 99.0 99.00
2004 07 21 23 253  2.6  2.9  1.32 10.00  6.25 272 1021.7  13.9  14.1  13.6 99.0 99.00
2004 07 22 00 282  3.0  3.5  1.23 10.00  6.02 284 1021.2  14.3  13.3  13.9 99.0 99.00
2004 07 22 01 272  2.6  3.1  1.31 16.00  6.74 226 1020.8  14.8  14.2  14.3 99.0 99.00
2004 07 22 02 281  2.0  2.5  1.22  7.69  6.34 290 1020.3  14.9  14.3  14.4 99.0 99.00
2004 07 22 03 245  3.0  3.6  1.15 10.00  6.41 282 1020.0  14.7  13.7  14.2 99.0 99.00
2004 07 22 04 227  2.9  3.5  1.22 10.00  6.47 281 1019.7  14.6  13.8  13.9 99.0 99.00
2004 07 22 05 277  2.0  2.5  1.21 16.00  6.29 216 1019.5  15.3  13.7  13.6 99.0 99.00
2004 07 22 06 247  2.5  3.0  1.22  7.14  6.25 285 1019.5  14.8  13.8  13.4 99.0 99.00
2004 07 22 07 173  1.4  1.8  1.25  7.14  6.16 286 1019.6  14.0  13.5  13.1 99.0 99.00
2004 07 22 08 175  2.2  2.7  1.45  7.14  6.34 278 1019.6  14.1  12.8  13.0 99.0 99.00
2004 07 22 09 119  2.1  2.8  1.38  6.25  6.07 281 1019.5  13.6  12.2  13.0 99.0 99.00
2004 07 22 10  81  1.2  1.7  1.36  7.14  6.12 290 1019.4  13.4  12.7  12.7 99.0 99.00
2004 07 22 11  81  2.4  3.2  1.46  6.67  6.24 278 1019.4  13.2  12.6  12.6 99.0 99.00
2004 07 22 12  77  3.2  4.0  1.40  6.67  6.24 283 1019.3  13.1  12.6  12.4 99.0 99.00
2004 07 22 13  92  3.4  4.0  1.34  7.14  6.14 276 1019.3  12.9  12.7  12.2 99.0 99.00
2004 07 22 14  95  4.3  5.6  1.31  7.14  6.10 282 1019.4  13.2  12.4  12.4 99.0 99.00
2004 07 22 15  96  3.8  4.6  1.46  7.14  6.47 278 1019.5  13.3  12.4  12.6 99.0 99.00
2004 07 22 16  59  2.2  2.8  1.67  7.69  6.58 281 1019.9  13.6  12.8  12.6 99.0 99.00
2004 07 22 17  80  3.4  4.1  1.72  7.69  6.76 292 1019.6  13.4  13.0  12.3 99.0 99.00
2004 07 22 18  82  2.6  3.4  1.69  7.69  6.86 288 1019.3  13.8  13.3  12.5 99.0 99.00
2004 07 22 19  40  2.1  2.5  1.69  7.14  6.78 291 1019.2  14.8  13.5  12.5 99.0 99.00
2004 07 22 20  46  3.8  4.2  1.57  7.14  6.59 291 1018.6  16.6  13.8  12.1 99.0 99.00
2004 07 22 21  69  3.2  4.0  1.45  7.14  6.41 299 1018.2  17.7  14.0  11.6 99.0 99.00
2004 07 22 22  91  4.3  5.4  1.51  7.14  6.16 297 1017.8  17.9  14.1  12.3 99.0 99.00
2004 07 22 23 337  3.5  4.3  1.45  6.25  5.82 292 1017.6  16.2  14.3  13.4 99.0 99.00
2004 07 23 00 318  3.9  4.4  1.40  6.67  5.86 293 1017.1  16.1  14.1  13.3 99.0 99.00
2004 07 23 01 314  3.5  3.8  1.30  6.67  5.82 290 1016.6  15.8  13.8  13.5 99.0 99.00
2004 07 23 02 281  3.9  4.7  1.15  7.14  6.02 293 1016.0  16.4 999.0  13.0 99.0 99.00
2004 07 23 03 276  2.3  2.8  1.11  6.67  5.98 287 1015.7  16.0  13.9  13.6 99.0 99.00
2004 07 23 04 246  1.0  1.9  1.09  7.69  6.31 283 1015.4  15.2  13.5  13.7 99.0 99.00
2004 07 23 05 233  2.1  2.5  1.10  7.14  6.06 297 1015.3  15.4  14.2  13.7 99.0 99.00
2004 07 23 06 184  1.0  1.5  1.07  7.14  6.28 293 1015.3  14.9  13.4  13.4 99.0 99.00
2004 07 23 07 226  0.3  0.7  1.14  7.14  6.18 291 1014.9  15.1  13.2  13.4 99.0 99.00
2004 07 23 08  62  3.6  5.4  1.13  6.67  6.31 296 1014.7  16.1  12.9  13.4 99.0 99.00
2004 07 23 09  94  3.5  4.2  1.08  6.67  6.16 293 1014.6  14.7  12.6  12.8 99.0 99.00
2004 07 23 10  83  6.7  8.1  1.06  6.67  6.17 298 1014.4  16.2  13.0  12.7 99.0 99.00
2004 07 23 11  87  3.5  4.6  1.04  6.67  5.85 283 1014.3  16.1  12.5  12.3 99.0 99.00
2004 07 23 12  84  4.1  4.8  1.20  6.67  5.97 289 1014.3  14.9  12.7  12.0 99.0 99.00
2004 07 23 13  95  3.9  4.6  1.24  7.14  5.96 290 1014.4  15.1  12.5  12.3 99.0 99.00
2004 07 23 14  86  5.3  6.4  1.32  6.67  6.04 292 1014.6  14.9  12.6  12.0 99.0 99.00
2004 07 23 15  93  4.5  5.1  1.64  6.67  6.27 289 1014.7  14.6  12.7  12.4 99.0 99.00
2004 07 23 16  81  5.1  6.2  1.53  7.14  6.60 292 1014.7  14.2  12.5  12.1 99.0 99.00
2004 07 23 17  80  5.6  6.3  1.55  7.69  6.59 292 1014.4  15.3  12.6  11.8 99.0 99.00
2004 07 23 18  93  5.3  6.3  1.44  7.69  6.74 292 1014.1  14.9  12.8  12.0 99.0 99.00
2004 07 23 19  92  6.3  7.0  1.51  7.14  6.92 299 1013.9  16.3  12.9  12.0 99.0 99.00
2004 07 23 20  94  6.4  7.5  1.69 10.00  7.17 274 1013.5  15.9  13.2  12.3 99.0 99.00
2004 07 23 21  88  3.1  3.9  1.59  9.09  7.02 276 1013.5  15.7  13.6  12.8 99.0 99.00
2004 07 23 22  76  3.6  4.3  1.65  7.14  6.79 294 1013.0  17.3  14.3  12.9 99.0 99.00
2004 07 23 23 106  3.4  4.1  1.65  7.14  6.68 298 1012.4  18.3  14.2  13.0 99.0 99.00
2004 07 24 00 317  3.6  4.2  1.62  6.67  6.41 293 1012.3  16.3  15.0  13.7 99.0 99.00
2004 07 24 01 321  3.8  4.3  1.62  7.69  6.20 289 1011.8  16.5  14.5  13.3 99.0 99.00
2004 07 24 02 307  4.0  4.9  1.72  9.09  6.64 265 1011.3  16.1  14.6  14.1 99.0 99.00
2004 07 24 03 281  4.0  4.5  1.70  9.09  6.83 276 1011.1  15.4  13.1  14.3 99.0 99.00
2004 07 24 04 231  2.6  3.2  1.43  7.69  6.67 293 1011.3  14.2  12.8  13.6 99.0 99.00
2004 07 24 05 209  2.7  3.1  1.55  9.09  6.84 280 1011.5  13.9  12.4  13.4 99.0 99.00
2004 07 24 06 227  3.3  4.2  1.61  8.33  6.83 283 1011.4  14.2  12.4  13.6 99.0 99.00
2004 07 24 07 215  2.7  3.4  1.59  8.33  6.74 280 1011.2  13.9  12.5  13.4 99.0 99.00
2004 07 24 08 217  3.3  3.8  1.58  9.09  6.85 277 1011.0  13.9  12.7  13.4 99.0 99.00
2004 07 24 09 212  4.6  5.4  1.99  7.69  7.06 285 1011.2  13.6  12.4  13.0 99.0 99.00
2004 07 24 10 220  2.7  3.3  1.82  7.69  6.80 282 1011.4  13.7  12.3  13.1 99.0 99.00
2004 07 24 11 219  3.2  3.7  1.73  8.33  6.57 285 1011.4  13.5  12.6  13.0 99.0 99.00
2004 07 24 12 212  3.3  3.8  1.72  7.69  6.57 277 1011.6  13.1  12.7  12.6 99.0 99.00
2004 07 24 13 210  3.6  4.3  1.78  8.33  6.62 280 1011.8  13.3  12.8  12.8 99.0 99.00
2004 07 24 14 213  2.6  3.1  1.94  7.69  6.55 285 1012.3  13.1  12.9  12.7 99.0 99.00
2004 07 24 15 212  2.1  2.5  2.04  8.33  6.83 281 1012.6  13.3  12.8  13.1 99.0 99.00
2004 07 24 16 214  1.6  2.1  2.11  8.33  6.83 278 1012.9  13.3  12.7  12.9 99.0 99.00
2004 07 24 17 219  2.4  3.3  2.15  8.33  6.97 284 1013.2  13.1  12.9  12.7 99.0 99.00
2004 07 24 18 228  3.7  4.6  2.39  8.33  7.36 293 1013.6  12.9  12.7  12.6 99.0 99.00
2004 07 24 19 235  2.8  3.5  2.52  8.33  7.14 292 1013.9  13.2  13.2  12.8 99.0 99.00
2004 07 24 20 228  3.0  4.1  2.64  9.09  7.50 286 1013.8  13.6  13.3  13.3 99.0 99.00
2004 07 24 21 218  4.4  5.3  2.49  9.09  7.26 291 1014.0  14.0  13.5  13.7 99.0 99.00
2004 07 24 22 230  4.7  5.4  2.47  9.09  7.14 292 1014.5  14.1  13.5  13.8 99.0 99.00
2004 07 24 23 228  4.2  4.9  2.47  8.33  7.07 288 1014.6  14.0  13.4  13.7 99.0 99.00
2004 07 25 00 223  4.8  5.6  2.52  8.33  6.87 286 1014.6  14.1  13.8  13.8 99.0 99.00
2004 07 25 01 234  4.7  5.5  2.38  8.33  6.79 291 1014.6  14.4  13.8  13.9 99.0 99.00
2004 07 25 02 229  4.8  5.8  2.41  8.33  6.84 283 1014.6  14.4  13.8  13.9 99.0 99.00
2004 07 25 03 223  4.9  5.5  2.42  7.69  6.64 288 1014.8  14.2  13.7  13.7 99.0 99.00
2004 07 25 04 229  5.1  5.9  2.35  9.09  6.75 281 1015.2  14.4  13.6  13.8 99.0 99.00
2004 07 25 05 227  5.6  6.5  2.12  8.33  6.66 288 1015.7  14.4  13.4  13.7 99.0 99.00
2004 07 25 06 218  5.1  5.8  2.47  9.09  6.66 281 1016.1  14.2  13.5  13.5 99.0 99.00
2004 07 25 07 210  5.0  5.9  2.44  8.33  6.74 277 1016.3  13.7  13.0  13.1 99.0 99.00
2004 07 25 08 206  4.6  5.8  2.33  8.33  7.00 285 1016.9  13.4  13.1  12.8 99.0 99.00
2004 07 25 09 202  4.8  6.2  2.95  9.09  7.61 288 1017.4  13.3  12.7  12.8 99.0 99.00
2004 07 25 10 201  4.2  5.2  2.93  9.09  7.66 284 1017.6  13.2  12.2  12.6 99.0 99.00
2004 07 25 11 197  4.0  4.9  3.24  9.09  7.88 284 1017.9  12.8  11.8  12.2 99.0 99.00
2004 07 25 12 203  4.1  5.0  2.96  9.09  7.54 278 1018.2  12.8  11.5  12.2 99.0 99.00
2004 07 25 13 198  3.8  4.7  2.84  9.09  7.45 280 1018.5  12.7  11.8  12.1 99.0 99.00
2004 07 25 14 185  3.3  4.2  2.95  9.09  7.36 282 1018.9  12.6  11.7  12.0 99.0 99.00
2004 07 25 15 176  3.8  4.8  2.80  9.09  7.05 278 1019.3  12.9  11.8  12.3 99.0 99.00
2004 07 25 16 145  3.4  4.6  2.90  9.09  7.43 276 1019.7  13.1  11.8  12.3 99.0 99.00
2004 07 25 17 105  2.9  5.1  2.71  9.09  7.15 274 1020.1  13.4  11.8  12.4 99.0 99.00
2004 07 25 18 146  3.2  5.0  2.72  8.33  7.43 280 1020.3  14.1  11.8  12.6 99.0 99.00
2004 07 25 19  99  0.9  1.9  3.07  9.09  7.49 282 1020.5  14.9  12.4  12.7 99.0 99.00
2004 07 25 20 207  3.5  5.3  2.76  9.09  7.54 284 1020.5  14.5  13.1  12.7 99.0 99.00
2004 07 25 21 195  2.6  3.4  2.68  9.09  7.24 286 1020.8  13.5  12.7  12.7 99.0 99.00
2004 07 25 22 199  3.1  3.9  2.37  8.33  7.04 281 1020.8  13.1  12.8  12.6 99.0 99.00
2004 07 25 23 257  2.2  3.1  2.64  9.09  7.12 288 1020.8  13.1  12.3  12.7 99.0 99.00
2004 07 26 00 214  3.7  5.0  2.71  7.69  6.95 286 1020.7  12.8  12.1  12.4 99.0 99.00
2004 07 26 01 223  3.1  3.6  2.68  8.33  6.71 277 1020.3  13.2  12.0  12.5 99.0 99.00
2004 07 26 02 207  3.1  3.7  2.80  8.33  6.76 285 1019.8  12.9  12.0  12.4 99.0 99.00
2004 07 26 03 212  4.1  4.9  2.41  8.33  6.54 277 1019.3  12.9  12.0  12.3 99.0 99.00
2004 07 26 04 201  4.1  4.7  2.45  8.33  6.83 281 1019.1  12.8  12.0  12.1 99.0 99.00
2004 07 26 05 197  3.9  4.8  2.77  8.33  7.24 275 1019.0  12.7  11.9  12.1 99.0 99.00
2004 07 26 06 188  5.0  5.9  2.55  9.09  6.93 281 1018.9  12.9  11.8  12.2 99.0 99.00
2004 07 26 07 184  4.3  5.2  2.16  8.33  6.92 282 1018.9  13.1  11.8  12.1 99.0 99.00
2004 07 26 08 187  5.3  6.2  2.30  9.09  7.15 282 1018.7  13.4  11.8  12.2 99.0 99.00
2004 07 26 09 141  3.5  5.0  2.56  8.33  7.50 285 1018.7  12.8  11.9  11.9 99.0 99.00
2004 07 26 10 140  2.6  4.2  2.41  8.33  7.66 285 1019.0  12.1  11.7  11.5 99.0 99.00
2004 07 26 11   6  1.7  2.7  2.67  8.33  7.41 286 1019.3  12.0  11.7  11.4 99.0 99.00
2004 07 26 12 157  1.9  3.2  2.22  8.33  7.18 285 1019.0  11.9  11.9  11.4 99.0 99.00
2004 07 26 13 142  0.9  2.2  2.52  9.09  7.34 285 1019.1  11.8  11.6  11.2 99.0 99.00
2004 07 26 14  35  0.4  1.2  2.34  8.33  7.07 285 1019.4  11.8  11.7  11.5 99.0 99.00
2004 07 26 15  48  1.0  1.6  2.36  8.33  6.87 289 1019.6  12.0  11.7  11.8 99.0 99.00
2004 07 26 16  17  1.6  2.2  2.50  7.69  6.79 294 1019.9  12.1  11.7  11.8 99.0 99.00
2004 07 26 17 340  0.4  0.9  2.21  8.33  6.60 281 1019.9  12.5  11.9  12.0 99.0 99.00
2004 07 26 18 355  1.1  2.3  2.46  8.33  6.82 279 1019.9  12.8  12.2  12.2 99.0 99.00
2004 07 26 19 241  2.0  3.0  2.41  8.33  7.08 279 1019.8  12.9  12.4  12.4 99.0 99.00
2004 07 26 20 273  2.7  3.4  2.64  8.33  7.24 285 1019.9  13.1  12.6  12.7 99.0 99.00
2004 07 26 21 270  2.6  3.3  2.11  8.33  6.79 286 1019.8  13.1  12.7  12.8 99.0 99.00
2004 07 26 22 278  3.1  4.0  2.25  8.33  6.88 284 1019.5  13.0  12.3  12.6 99.0 99.00
2004 07 26 23 271  4.1  4.8  2.09  8.33  6.70 285 1019.2  13.1  12.5  12.8 99.0 99.00
2004 07 27 00 272  4.0  4.7  2.26  7.69  6.74 281 1018.6  13.3  12.3  13.1 99.0 99.00
2004 07 27 01 252  2.3  2.9  1.82  7.69  6.34 275 1018.2  13.6  12.9  13.2 99.0 99.00
2004 07 27 02 235  2.4  2.9  1.82  8.33  6.38 284 1017.5  13.6  12.6  13.2 99.0 99.00
2004 07 27 03 228  3.4  3.9  1.83  7.69  6.45 286 1017.2  13.2  12.3  12.9 99.0 99.00
2004 07 27 04 218  2.7  3.1  1.86  8.33  6.75 286 1016.9  12.8  12.5  12.4 99.0 99.00
2004 07 27 05 231  2.7  3.2  2.00  7.69  6.74 281 1017.0  13.2  12.0  12.6 99.0 99.00
2004 07 27 06 251  1.7  2.4  2.35  7.69  7.04 279 1017.0  13.2  12.0  12.7 99.0 99.00
2004 07 27 07 224  1.6  2.4  2.17  8.33  7.15 283 1017.0  13.5  12.3  12.9 99.0 99.00
2004 07 27 08 231  2.1  3.0  2.20  8.33  7.17 287 1016.8  13.3  12.6  12.8 99.0 99.00
2004 07 27 09 282  0.9  1.7  2.15  8.33  7.36 286 1016.9  13.2  12.6  12.6 99.0 99.00
2004 07 27 10 314  1.2  1.9  1.96  8.33  7.24 289 1016.6  13.2  12.4  12.6 99.0 99.00
2004 07 27 11 244  0.7  1.4  1.82  9.09  7.20 286 1016.5  12.6  12.1  12.1 99.0 99.00
2004 07 27 12 297  0.6  1.5  1.95  9.09  7.31 284 1016.6  12.5  11.9  11.9 99.0 99.00
2004 07 27 13 128  0.6  1.6  2.08  8.33  7.08 283 1016.7  11.9  11.9  11.3 99.0 99.00
2004 07 27 14  73  0.7  1.5  2.05  8.33  7.00 283 1016.8  12.0  11.9  11.7 99.0 99.00
2004 07 27 15  81  0.4  1.0  2.07  8.33  6.76 284 1017.1  12.6  11.9  12.2 99.0 99.00
2004 07 27 16 188  0.9  2.1  2.03  7.69  6.47 289 1017.4  12.5  12.1  12.1 99.0 99.00
2004 07 27 17 132  0.2  1.0  1.91  7.69  6.25 285 1017.4  13.1  12.3  12.5 99.0 99.00
2004 07 27 18 290  1.2  1.8  1.98  7.14  6.24 284 1017.7  13.1  12.6  12.5 99.0 99.00
2004 07 27 19 279  1.1  1.6  1.90  7.69  6.47 279 1017.6  13.7  12.8  13.0 99.0 99.00
2004 07 27 20 248  3.0  4.1  1.70  7.69  6.39 285 1017.6  12.7  12.6  12.5 99.0 99.00
2004 07 27 21 255  4.4  5.4  1.66  7.69  6.53 283 1017.6  12.8  12.5  12.5 99.0 99.00
2004 07 27 22 270  3.9  5.0  1.83  7.69  6.62 285 1017.7  13.0  12.8  12.7 99.0 99.00
2004 07 27 23 266  3.3  4.1  1.92  7.69  6.70 286 1017.3  12.7  12.6  12.4 99.0 99.00
2004 07 28 00 241  3.5  4.1  2.03  7.69  6.93 284 1016.6  12.8  12.8  12.6 99.0 99.00
2004 07 28 01 233  4.3  4.9  1.83  7.69  6.80 282 1016.1  13.6  12.5  13.4 99.0 99.00
2004 07 28 02 231  3.7  4.2  2.05  7.69  6.86 280 1015.7  13.9  13.0  13.7 99.0 99.00
2004 07 28 03 235  4.3  4.8  1.90  8.33  6.56 284 1015.5  13.8  12.7  13.5 99.0 99.00
2004 07 28 04 237  3.9  4.6  1.88  8.33  6.46 285 1015.4  13.6  13.0  13.0 99.0 99.00
2004 07 28 05 241  2.8  3.4  1.75  9.09  6.81 280 1015.5  13.3  12.8  12.7 99.0 99.00
2004 07 28 06 228  4.0  4.7  1.87  8.33  6.93 280 1015.4  13.6  12.7  13.0 99.0 99.00
2004 07 28 07 233  3.7  4.4  1.89  9.09  6.87 289 1015.5  13.5  12.4  12.9 99.0 99.00
2004 07 28 08 221  3.6  4.5  1.81  8.33  6.85 281 1015.5  13.4  12.4  12.8 99.0 99.00
2004 07 28 09 218  3.6  4.2  2.19 10.00  7.33 282 1015.5  13.3  12.2  12.7 99.0 99.00
2004 07 28 10 208  4.1  4.8  1.96  9.09  7.52 287 1015.5  13.0  12.0  12.5 99.0 99.00
2004 07 28 11 202  5.1  6.0  1.95  9.09  7.61 283 1015.7  12.9  12.1  12.4 99.0 99.00
2004 07 28 12 201  4.2  5.4  1.86  8.33  7.33 283 1015.6  12.8  12.2  12.2 99.0 99.00
2004 07 28 13 164  2.5  3.4  2.20  8.33  7.37 285 1015.7  12.1  12.1  11.6 99.0 99.00
2004 07 28 14 192  3.4  4.3  2.23  8.33  7.23 285 1016.1  12.4  11.9  11.9 99.0 99.00
